466350980510496, 230380017371646, 332577962045002 @ -125, 145, -23
266431863912996, 290874605525783, 509046541048002 @ -10, -7, -418
132224880034084, 176627699412807, 220106637500956 @ 263, 196, 127
300469550083263, 426413462614973, 209018833990362 @ 40, -66, 105
311030442665825, 223508982594159, 255317416767895 @ -72, 120, 42
517047998068110, 239075216009569, 372653857063880 @ -166, 138, -60
170904351760141, 270353076576237, 209565974699113 @ 128, -122, 160
290157904191917, 379443622665012, 427270086392227 @ 42, -29, -140
173867272759940, 201864684820176, 243051222520867 @ 31, 15, 12
241502019378006, 260671504666073, 310914265664160 @ 100, 108, -6
271283475933083, 246303519670521, 255211216146782 @ 78, 130, 57
388021238794645, 216488511621914, 298488270181975 @ -184, 135, -26
335856195264706, 301351728593361, 283609538939852 @ -7, 61, 23
247561156076045, 271177759902429, 244748631170605 @ -154, -146, 38
276696780291055, 333024920521025, 305604257091590 @ -134, -214, -111
190855793421101, 153164710734612, 127049898278632 @ 28, 293, 523
443492983001086, 525011795745025, 422682967987684 @ -88, -142, -107
501694282984570, 467198174503214, 473605302628600 @ -239, -163, -221
335390812504546, 362603263870063, 309797115541008 @ -23, -24, -13
202304759605965, 213333718249183, 246143159635191 @ -94, -12, 8
177782812262045, 206513164309989, 236356130506975 @ -40, -66, 54
388319746430552, 513573144680169, 445043621805025 @ -53, -158, -146
194320135718360, 233248821891459, 202359964193575 @ 107, 80, 144
216771660023300, 171002079515199, 475642130495202 @ -54, 217, -838
234091788605150, 329933100121089, 222620683383130 @ -105, -358, 118
270608669158866, 301404666421918, 259633482142765 @ -7, -15, 34
257130045685842, 324015469970377, 192079653460084 @ 29, -36, 145
177501821940794, 206397724473173, 236757119637960 @ 117, 108, 69
258491080589540, 328713305053641, 347685992911240 @ 96, 54, -31
300241327661250, 317780474139381, 395082844930752 @ -119, -101, -264
166701742849052, 170048803933150, 279009405626079 @ 99, 231, -190
232167716240370, 309180901229489, 364847973540700 @ 82, 9, -110
272472196902758, 211620478899945, 169919557370053 @ 13, 146, 176
155257558622970, 215412500302073, 224645492519800 @ 151, -144, 154
165140630756911, 183872378821537, 189847493429559 @ 88, 138, 392
222481991685145, 381866546445014, 402626810510600 @ 106, -67, -141
195176269606298, 148450429795245, 252663005801584 @ 75, 275, 26
208907792419362, 350794355038735, 294502109591690 @ 89, -129, -36
163731694743470, 222695183641289, 249450695542684 @ 126, -48, -5
209099853718520, 241562956480389, 283990363935025 @ 11, -10, -82
161530626632686, 237419576114933, 319638596916810 @ 175, 68, -106
159481040133596, 158629339034865, 210459590512168 @ 58, 434, 405
123469770101234, 257476537375091, 234494092643914 @ 273, -27, 76
292278978987570, 239866606409241, 199533371820276 @ -149, 43, 162
380447223996379, 374529302108629, 538133423675973 @ -100, -58, -318
192314223519770, 237171949514439, 327368019710830 @ 101, 57, -140
164228470258070, 152786375782989, 233781247174300 @ 40, 443, 75
172857923598290, 361486110825537, 216740814450508 @ 111, -514, 143
215968779962610, 275822816042585, 255939903446892 @ 71, 5, 35
224072378959655, 219760339836420, 250116723554098 @ -94, 25, 13
341826278658070, 323384093598739, 317050311826650 @ -197, -105, -94
358061026812176, 333431655135129, 501927131792690 @ -36, 22, -226
362057930007880, 364175461079693, 291565175187926 @ -44, -16, 12
254480531220540, 261585394784649, 315221878253440 @ -61, -14, -125
239345238738065, 232921068298368, 52215243122876 @ 66, 115, 351
174121671759746, 253098934851105, 265802255418028 @ 127, -32, -18
336492062606489, 22227894726016, 480141325107541 @ -6, 371, -194
159311142016790, 144443435124894, 222453887189935 @ 117, 461, 172
264027680313710, 285411784271013, 175063578354076 @ 91, 96, 135
162835672903750, 194990375099697, 241394520022980 @ 16, -74, -31
306159412517226, 349026413686307, 514099559091684 @ 29, 11, -229
361674598186586, 541486806728355, 358055452228678 @ -143, -392, -123
387616545088370, 458824259273879, 187757363559110 @ -39, -84, 125
169441075829130, 63304826516582, 231410285377464 @ 161, 425, 83
25747427352685, 141237559854084, 110612909830610 @ 344, 241, 221
224941003813670, 293572180292369, 343069410375740 @ 66, -10, -117
230260619234115, 246354839816571, 227616486618513 @ -64, -32, 98
122374062836488, 129460749486351, 248910762647847 @ 283, 340, 32
257926150662427, 296587117999220, 269098859305457 @ 52, 35, 30
356168259600515, 496710404337273, 355767267199108 @ -164, -366, -137
499138453043411, 241721200046286, 383865072357541 @ -150, 135, -72
354351640576530, 333708262751349, 240972379666960 @ -43, 13, 70
414646107949045, 490351310759496, 391588852973424 @ -74, -125, -85
182510517018696, 196037200020145, 254600487937890 @ -88, 18, -106
203067123583136, 283551214233744, 250446375434740 @ 75, -53, 39
252810044109290, 237002938926201, 75981980028076 @ 46, 109, 315
336333829055570, 388442894436689, 291634558906300 @ 18, -7, 22
395076042194198, 359212075803360, 298728466148813 @ -51, 13, 12
158785266271843, 234903117684176, 269092839411151 @ 82, -559, -374
309601884465086, 412842250362681, 306976533326464 @ -32, -144, -28
294030373468330, 396089847565113, 280064088752700 @ 46, -35, 29
331545729822620, 256988945451264, 265060418520925 @ -81, 75, 30
190647571880991, 101485268249820, 252635532573594 @ 68, 439, 17
286448585468055, 517134354733154, 186333249962180 @ 38, -205, 135
153617721701820, 178833230713415, 252336845995825 @ 151, 156, -146
337398961767230, 377411392580169, 378982185725528 @ 6, -8, -72
195250366116408, 193178125048569, 472013133254368 @ 50, 142, -707
185967157561902, 242667813003287, 287987773258452 @ 59, -61, -133
178872203125295, 113519768889594, 13727599749985 @ 166, 275, 340
319415310905105, 435440863922004, 41521512187915 @ -32, -155, 342
251586814655345, 344865748855428, 269612063292298 @ 26, -89, 17
269246730728402, 271578178622193, 279439460804668 @ -88, -31, -32
135533496860438, 278285521115205, 214907869435324 @ 219, 68, 103
276812075909858, 466037129861747, 395316831883066 @ 57, -127, -104
236930960411706, 243177338144695, 356325165559341 @ 65, 96, -112
380460503419598, 324370013927517, 371388836906704 @ -82, 19, -90
427398362574065, 546630525363764, 426883192743950 @ -72, -163, -111
177868966679682, 217731875079305, 213146155346340 @ -143, -315, 324
290284806845247, 119840422044798, 184970876358517 @ -52, 301, 166
340880756829785, 288068023675589, 315817226541790 @ -36, 62, -23
185573708687938, 225251128591507, 128884524503130 @ 137, 113, 264
186685995213874, 219001269459803, 214926674026246 @ -47, -91, 202
199184710396145, 215180367747336, 203151616358728 @ -174, -101, 307
171076784522930, 146981293827499, 60098514063820 @ 177, 233, 271
270206225348270, 249412790853189, 300466015667500 @ -44, 51, -57
234689751989636, 218746599271293, 241908203795056 @ -60, 68, 53
336725151372856, 147342236950433, 199748653670338 @ -16, 234, 118
171003890899833, 195424392282388, 258493155527802 @ -28, -15, -187
149412455352770, 330619018965931, 331721336873716 @ 201, -121, -125
290849090590752, 279180853742381, 288711681503108 @ -65, 6, -25
163782604097570, 201369533990859, 276104464321110 @ -39, -239, -634
383466451055234, 487708948895409, 243501681722620 @ -31, -108, 69
278873443047818, 270949972855161, 295581748376284 @ -178, -79, -103
275483328204728, 359753199304611, 281769098655988 @ 55, -12, 23
155550526665711, 194627020895100, 222697531404203 @ 142, 13, 182
272548165774242, 183113072391357, 219832002893320 @ -71, 184, 109
365051505965124, 358358344604291, 369447127951585 @ -13, 20, -56
226749420175018, 136295903261165, 369261631685233 @ 49, 278, -188
347337565099555, 206264170469455, 435941166700880 @ -14, 168, -141
195173574972300, 288059724160556, 314475702179696 @ 131, 29, -45
290901181489325, 322228161855234, 270950972726635 @ -44, -53, 14
160976286106050, 217995178956129, 225852181163340 @ 97, -185, 147
194862657814148, 311950660223715, 37627659899164 @ 58, -229, 695
187756065196068, 189433672405609, 237753933445096 @ 95, 162, 67
314662593059606, 457342368237267, 280627472484196 @ 19, -109, 27
267078738018370, 395588665670289, 329017002090900 @ 41, -98, -51
198453105662012, 204180092239497, 125941083981442 @ 60, 118, 388
325515244603174, 193963026836233, 83616169017080 @ -40, 176, 284
306120915804898, 216669056599065, 224566702076996 @ -47, 136, 93
262952419990622, 189332097246832, 339944472270492 @ -123, 161, -225
430090980639770, 542562712338489, 554533524742700 @ -264, -407, -453
153428204187620, 258973851297351, 146351712685552 @ 176, -321, 621
267157324234725, 253300767826406, 247830886471870 @ -44, 39, 49
172772522836510, 205083962044941, 244745265268276 @ -34, -101, -35
196853173091800, 235959594193899, 277157185859790 @ 124, 103, 8
252233329257530, 150771238871169, 214260239540880 @ 99, 226, 98
260490329235010, 420724181636745, 466676682577804 @ 41, -152, -257
184101537716370, 206927897278749, 158088282864140 @ 61, 73, 383
371707477810145, 476446047030789, 395602648788850 @ -32, -114, -91
274680779584238, 328310092921155, 187337441960652 @ 27, -11, 143
199636505804290, 225659286596792, 281910746142349 @ -119, -121, -230
401663498069128, 324128314956575, 308385593557516 @ -122, 11, -17
306117741289910, 332540256531302, 198589750550180 @ 21, 21, 119
303752166745505, 329304097065024, 339365273624437 @ 16, 17, -48
154413399453767, 281779422496148, 262521206679621 @ 162, -631, -148
236991415564934, 260590948682271, 232297491880996 @ -113, -105, 83
169296005492162, 193449873692505, 238539375195412 @ -55, -36, 13
283385836439282, 243921272996229, 338818675191694 @ -207, -8, -242
360218974366508, 393941699996637, 490793199709315 @ -57, -66, -236
164882077279529, 201483737546733, 335070662943802 @ 124, 70, -427
428414485445962, 492485352755959, 272973136766672 @ -67, -103, 41
264897981595185, 404913442349664, 276336971338210 @ 88, -23, 37
124722508278926, 2134756155381, 110913025404874 @ 227, 384, 208
536832023822247, 453183106296689, 554060222944721 @ -356, -198, -382
319673051050466, 266571988792245, 210279914314000 @ 17, 103, 104
150821661312904, 219455030985091, 231399996053480 @ 194, -19, 89
158037715359790, 284936450761794, 164842330369291 @ 181, -53, 238
255633864100187, 315497864599284, 295466891366890 @ -90, -183, -91
392762975015658, 291483914154943, 229288562346068 @ -35, 89, 83
309403838076114, 336694805164365, 277758585027766 @ 17, 16, 28
287207150932613, 479713650170448, 553028229703657 @ -40, -331, -480
269836626986969, 417558006790458, 212469813227848 @ -6, -215, 115
196645388374976, 244570813283961, 249157458432502 @ 87, 34, 41
339693128219614, 399751916312913, 284680478974716 @ 8, -26, 27
187559549440250, 195622840636569, 254727426356500 @ -148, 13, -116
304935421756516, 348400992185367, 261097863957704 @ 10, -11, 45
394511030167381, 223826480972951, 305918192064792 @ -110, 140, -13
223011594988398, 194915959669899, 221220518871005 @ -131, 112, 134
235558411474303, 407906141462802, 340419559289067 @ -22, -401, -198
168807003005795, 353652818048826, 276081152261755 @ 126, -489, -86
146617870930743, 156137711671265, 286804418224879 @ 220, 330, -284
286018415412552, 353012603278297, 251064479342937 @ 23, -30, 56
447713232441308, 372146255273187, 341273315411916 @ -153, -32, -49
209718676758750, 247605970547674, 218062472885396 @ -19, -63, 135
343626695642120, 155974548843997, 172127764933794 @ -24, 224, 150
345109049048735, 227227570932339, 273481589457805 @ -136, 112, 10
188575330043159, 118850415966657, 305893691628208 @ 134, 298, -45
326608598650070, 151338233232649, 416515828832310 @ -99, 242, -231
360202364064386, 436602737274865, 326789378915772 @ -27, -81, -22
213268194460580, 241549002519749, 394962709612380 @ 84, 80, -217
197614206616568, 139979243625984, 357286465189054 @ 15, 337, -399
227981330842760, 156692554162989, 177379530796580 @ -57, 262, 263
157229517762970, 231523131346089, 46953217581800 @ 167, -44, 890
305219322429448, 177060442180047, 49658860244982 @ -22, 199, 342
152688286391810, 215257107452481, 216706409125996 @ 171, -167, 232
177207555863420, 203871290203365, 289811933188528 @ -74, -84, -479
190420105339073, 167303615894628, 216289073804446 @ 110, 219, 117
266399617296604, 299362499051479, 325520686693096 @ -20, -33, -95
481245676627650, 436807969705569, 314107082127180 @ -202, -116, -19
401026926420116, 374922905725809, 350888777956543 @ -101, -38, -62
256839644239620, 270114181543499, 257354063805598 @ 26, 47, 40
412259775717406, 242736865487561, 424824610687152 @ -86, 128, -130
66312913166752, 101998933996761, 60120199695721 @ 283, 274, 250
506958247823068, 361333863900433, 280005516982136 @ -152, 18, 33
298773017825360, 317212540408089, 312439900056100 @ 12, 22, -21
220796554287875, 214622218414014, 268263970137525 @ -96, 37, -66
189208611146850, 404126141855649, 112689238573260 @ 52, -656, 531
234488363250114, 231264618839649, 204011914548812 @ 65, 112, 126
283632869172150, 177048553588739, 391393075492010 @ -121, 197, -300
502765928206235, 353125800556389, 304677713378740 @ -156, 22, 7
137557454494001, 97473160546677, 94622893468780 @ 242, 470, 559
254064108665930, 262174096766589, 289808760599414 @ 21, 52, -18
182103896038108, 247435234271202, 351160194849282 @ -25, -299, -735
249420082303430, 42226989901413, 97645217504204 @ 36, 421, 303
284785302989480, 255729203245377, 252686569800496 @ -94, 26, 37
233601301711332, 322776864011749, 366444377930614 @ 70, -28, -128
155098520524958, 244934576541158, 226621458469431 @ 165, -241, 122
146746875809578, 160303698184733, 228748383224514 @ 205, 224, 86
326652196225864, 355170482041167, 311279979189430 @ -38, -41, -26
277275275212730, 369459942642369, 282937479061000 @ 59, -14, 24
295687269134249, 340949989963329, 238600197559195 @ 60, 42, 74
279992481783853, 333185439596083, 324914479814764 @ 64, 36, -17
241428276856914, 266598398788449, 362846190951676 @ -40, -38, -260
259307794913743, 295678437418021, 269285719406143 @ 8, -10, 16
240223936950226, 473763454154241, 220230835580308 @ 77, -206, 97
318558193417106, 334499570437515, 230529981435367 @ 25, 36, 82
275715901048290, 73132232580276, 217625216713160 @ 41, 331, 99
193044713426762, 394683970973463, 372101396303146 @ 145, -80, -99
145897314675055, 223949571890769, 176036980234010 @ 232, -230, 585
161440895273330, 237913221256553, 291149659043788 @ 171, 45, -65
264388423069872, 379242075888111, 338900807126713 @ -5, -164, -110
335398015038338, 259239092404812, 434897503751132 @ 9, 115, -129
236716202526674, 332397372379329, 276349416527020 @ 79, -18, 19
322665826998882, 358742494848305, 303038334161388 @ -13, -25, -7
428381456361421, 547609324289011, 198413346560546 @ -70, -160, 113
157290994488974, 206478542217105, 303245653405090 @ 157, 26, -311
395914211954640, 425947992394193, 312165656677126 @ -184, -190, -44
244618900201418, 557301378477177, 207722519450068 @ -51, -810, 147
279386951121298, 308300290814141, 289436636980500 @ -31, -36, -21
306161107858370, 145704637204577, 363514529004748 @ -99, 258, -170
157069989582566, 150135411048405, 169136269193176 @ 168, 309, 356
149210988438152, 134368802376762, 209337851128249 @ 203, 605, 318
332584662588854, 503022806009046, 148583395713307 @ -43, -235, 192
470742777193259, 423305548535160, 228962588950855 @ -160, -77, 84
250671602810546, 250908746265621, 243056875754412 @ -135, -50, 47
531229816428916, 231708023716351, 470967021948546 @ -196, 143, -168
237893080628802, 139019131653901, 131107424449688 @ 73, 254, 227
218711687951546, 159752359004265, 320741448667460 @ 78, 229, -76
165313081944257, 184601129061069, 299424839638243 @ 168, 182, -58
307210181456654, 421282787395425, 479731549148236 @ 37, -54, -177
305412361284452, 343104362104491, 360276884155534 @ -56, -75, -130
368644982396221, 368636169652378, 540142064185444 @ -22, 5, -233
296336361357714, 453921261262757, 388278886187068 @ 53, -79, -77
431597308261298, 363087620944641, 307225389042377 @ -231, -86, -34
302152593338480, 335110106105791, 293583504813410 @ 36, 29, 14
